geneid	chr	s1	s2
CYTH4|27128	chr22	37678495	37711388
CYTIP|9595	chr2	158271131	158345473
CYTL1|54360	chr4	5016316	5021197
CYTSA|23384	chr22	24666786	24813707
CYTSB|92521	chr17	19912614	20218065
CYYR1|116159	chr21	27838529	27945581
CYorf15A|246126	chr24	21729235	21752308
CYorf15B|84663	chr24	21758442	21767697
D2HGDH|728294	chr2	242674030	242708231
D4S234E|27065	chr4	4349869	4420784
DAAM1|23002	chr14	59655399	59836471
DAAM2|23500	chr6	39760142	39872640
DAB1|1600	chr1	57463579	59012446
DAB2IP|153090	chr9	124329399	124547807
DAB2|1601	chr5	39371780	39425335
DACH1|1602	chr13	72012098	72441330
DACH2|117154	chr23	85403455	86087605
DACT1|51339	chr14	59100786	59115036
DACT2|168002	chr6	168707586	168720402
DACT3|147906	chr19	47150870	47164395
DAD1L|56286	chr12	25070636	25071266
DAD1|1603	chr14	23033807	23058143
DAG1|1605	chr3	49507565	49573046
DAGLA|747	chr11	61447910	61514472
DAGLB|221955	chr7	6448748	6523849
DAK|26007	chr11	61100654	61116230
DALRD3|55152	chr3	49052435	49058467
DAND5|199699	chr19	13075973	13085567
DAOA|267012	chr13	106118216	106143382
DAO|1610	chr12	109252708	109294709
DAP3|7818	chr1	155658874	155708317
DAPK1|1612	chr9	90112658	90323548
DAPK2|23604	chr15	64199236	64338521
DAPK3|1613	chr19	3958452	3971038
DAPL1|92196	chr2	159651829	159672494
DAPP1|27071	chr4	100737981	100791344
DAP|1611	chr5	10679343	10761387
DARC|2532	chr1	159174510	159176288
DARS2|55157	chr1	173793958	173827682
DARS|1615	chr2	136664254	136743222
DAXX|1616	chr6	33286336	33290793
DAZ1|1617	chr24	25275502	25345239
DAZ2|57055	chr24	25365622	25437496
DAZ3|57054	chr24	25365622	25437496
DAZ4|57135	chr24	26980064	27053180
DAZAP1|26528	chr19	1407584	1435680
DAZAP2|9802	chr12	51632508	51640501
DAZL|1618	chr3	16628303	16647006
DBC1|1620	chr9	121928908	122131739
DBF4B|80174	chr17	42785976	42829631
DBF4|10926	chr7	87505544	87538856
DBH|1621	chr9	136501485	136524466
DBI|1622	chr2	120124504	120130120
DBN1|1627	chr5	176883614	176900694
DBNDD1|79007	chr16	90071279	90086328
DBNDD2|55861	chr20	44034671	44039245
DBNL|28988	chr7	44084239	44101313
DBP|1628	chr19	49133818	49140639
DBR1|51163	chr3	137879853	137893773
DBT|1629	chr1	100652479	100715409
DBX1|120237	chr11	20177760	20181870
DBX2|440097	chr12	45408539	45444882
DCAF10|79269	chr9	37800551	37867663
DCAF11|80344	chr14	24583906	24594450
DCAF12L1|139170	chr23	125683368	125686842
DCAF12L2|340578	chr23	125298514	125299934
DCAF12|25853	chr9	34086381	34126771
DCAF13|25879	chr8	104426942	104455678
DCAF15|90379	chr19	14063319	14072254
DCAF16|54876	chr4	17802280	17812381
DCAF17|80067	chr2	172290727	172341560
DCAF4L1|285429	chr4	41983713	41988484
DCAF4L2|138009	chr8	88882973	88886296
DCAF4|26094	chr14	73393040	73426356
DCAF5|8816	chr14	69517638	69619914
DCAF6|55827	chr1	167905908	168045079
DCAF7|10238	chr17	61627822	61671639
DCAF8L1|139425	chr23	27996110	27999566
DCAF8L2|347442	chr23	27764926	27766937
DCAF8|50717	chr1	160185505	160254941
DCAKD|79877	chr17	43100706	43138473
DCBLD1|285761	chr6	117803820	117891018
DCBLD2|131566	chr3	98514815	98620533
DCC|1630	chr18	49866571	51057782
DCDC1|341019	chr11	30964749	31391321
DCDC2B|149069	chr1	32674695	32681797
DCDC2|51473	chr6	24171984	24383520
DCD|117159	chr12	55038376	55042149
DCHS1|8642	chr11	6642558	6677074
DCHS2|54798	chr4	155155527	155412930
DCI|1632	chr16	2289899	2301603
DCK|1633	chr4	71859265	71896627
DCLK1|9201	chr13	36343123	36705464
DCLK2|166614	chr4	151000080	151178606
DCLK3|85443	chr3	36753913	36781352
DCLRE1A|9937	chr10	115594484	115613859
DCLRE1B|64858	chr1	114448038	114456692
DCLRE1C|64421	chr10	14940229	14996094
DCN|1634	chr12	91539036	91576806
DCP1A|55802	chr3	53317450	53381637
DCP1B|196513	chr12	2050757	2113677
DCP2|167227	chr5	112312433	112356666
DCPS|28960	chr11	126173647	126215643
DCST1|149095	chr1	155006300	155023406
DCST2|127579	chr1	154991005	155006257
DCTD|1635	chr4	183811245	183838630
DCTN1|1639	chr2	74588282	74618974
DCTN2|10540	chr12	57924094	57940978
DCTN3|11258	chr9	34613548	34620496
DCTN4|51164	chr5	150088310	150138657
DCTN5|84516	chr16	23652807	23681182
DCTN6|10671	chr8	30013813	30041059
DCTPP1|79077	chr16	30435021	30441373
DCT|1638	chr13	95091843	95131936
DCUN1D1|54165	chr3	182660559	182698326
DCUN1D2|55208	chr13	114110134	114145023
DCUN1D3|123879	chr16	20869403	20911561
DCUN1D4|23142	chr4	52709276	52783001
DCUN1D5|84259	chr11	102932822	102962906
DCXR|51181	chr17	79993758	79995573
DCX|1641	chr23	110537008	110655406
DDA1|79016	chr19	17420337	17434104
DDAH1|23576	chr1	85784169	86044046
DDAH2|23564	chr6	31694818	31698039
DDB1|1642	chr11	61066920	61110047
DDB2|1643	chr11	47236493	47260769
DDC|1644	chr7	50526136	50633154
DDHD1|80821	chr14	53503459	53620046
DDHD2|23259	chr8	38089009	38120286
DDI1|414301	chr11	103907308	103909922
DDI2|84301	chr1	15944070	15986748
DDIT3|1649	chr12	57910373	57914300
DDIT4L|115265	chr4	101107029	101111613
DDIT4|54541	chr10	74033677	74035797
DDN|23109	chr12	49388933	49393088
DDOST|1650	chr1	20978260	20988037
DDO|8528	chr6	110713384	110736753
DDR1|780	chr6	30850694	30867931
DDR2|4921	chr1	162602228	162750237
DDRGK1|65992	chr20	3171018	3185295
DDTL|100037417	chr22	24309026	24314747
DDT|1652	chr22	24237099	24322019
DDX10|1662	chr11	108535816	108811646
DDX11L2|84771	chr2	114356606	114359153
DDX11|1663	chr12	31226779	31257725
DDX12|440081	chr12	9570288	9600768
DDX17|10521	chr22	38879445	38903665
DDX18|8886	chr2	118572255	118589953
DDX19A|55308	chr16	70333072	70407279
DDX19B|11269	chr16	70328700	70404288
DDX1|1653	chr2	15731770	15771224
DDX20|11218	chr1	112298190	112310198
DDX21|9188	chr10	70715892	70744279
DDX23|9416	chr12	49223540	49245957
DDX24|57062	chr14	94517269	94547558
DDX25|29118	chr11	125774272	125793003
DDX26B|203522	chr23	134654555	134716459
DDX27|55661	chr20	47835832	47860612
DDX28|55794	chr16	68055174	68057959
DDX31|64794	chr9	135469676	135545788
DDX39|10212	chr19	14519633	14530171
DDX3X|1654	chr23	41192651	41223724
DDX3Y|8653	chr24	15016019	15032390
DDX41|51428	chr5	176938579	176943967
DDX42|11325	chr17	61851567	61896676
DDX43|55510	chr6	74104285	74127282
DDX46|9879	chr5	134094461	134166809
DDX47|51202	chr12	12878851	12982909
DDX49|54555	chr19	19030494	19039436
DDX4|54514	chr5	55033845	55112973
DDX50|79009	chr10	70661034	70706602
DDX51|317781	chr12	132621142	132628880
DDX52|11056	chr17	35972413	36003487
DDX53|168400	chr23	23018087	23020204
DDX54|79039	chr12	113594984	113623284
DDX55|57696	chr12	124086672	124105483
DDX56|54606	chr7	44605404	44614137
DDX58|23586	chr9	32455301	32526322
DDX59|83479	chr1	200610119	200639126
DDX5|1655	chr17	62494374	62502484
DDX60L|91351	chr4	169277887	169401638
DDX60|55601	chr4	169137443	169239958
DDX6|1656	chr11	118618473	118661972
DEAF1|10522	chr11	644225	695740
DEC1|50514	chr9	117904097	118164923
DECR1|1666	chr8	91013580	91064227
DECR2|26063	chr16	451858	462486
DEDD2|162989	chr19	42702752	42724275
DEDD|9191	chr1	161090771	161102478
DEF6|50619	chr6	35265595	35289546
DEF8|54849	chr16	90015151	90034467
DEFA1B|728358	chr8	6835171	6837614
DEFA4|1669	chr8	6793345	6795786
DEFA5|1670	chr8	6912829	6914259
DEFA6|1671	chr8	6782221	6783598
DEFB103B|414325	chr8	7738914	7740178
DEFB104A|140596	chr8	7693993	7698763
DEFB105A|245908	chr8	7345243	7347072
DEFB106A|245909	chr8	7682694	7686575
DEFB107A|245910	chr8	7353368	7366833
DEFB108B|245911	chr11	71544246	71548607
DEFB109P1B|641517	chr8	7170368	7177472
DEFB109P1|245912	chr8	12250793	12257874
DEFB110|245913	chr6	49976853	49989694
DEFB112|245915	chr6	50011289	50016364
DEFB113|245927	chr6	49936398	49937338
DEFB114|245928	chr6	49928006	49931818
DEFB115|245929	chr20	29845467	29847435
DEFB116|245930	chr20	29891016	29896388
DEFB118|117285	chr20	29956428	29961163
DEFB119|245932	chr20	29964968	29978406
DEFB121|245934	chr20	29992700	29993990
DEFB122|245935	chr20	30009242	30016977
DEFB123|245936	chr20	30028411	30038059
DEFB124|245937	chr20	30053309	30060816
DEFB125|245938	chr20	68351	77295
DEFB126|81623	chr20	123252	126391
DEFB127|140850	chr20	138186	139804
DEFB128|245939	chr20	168527	170264
DEFB129|140881	chr20	207925	210526
DEFB130|245940	chr8	11921898	11929256
DEFB131|644414	chr4	9446260	9452239
DEFB132|400830	chr20	238377	241734
DEFB134|613211	chr8	11851490	11853760
DEFB135|613209	chr8	11839830	11842099
DEFB136|613210	chr8	11831448	11832108
DEFB1|1672	chr8	6728097	6735529
DEFB4A|1673	chr8	7752199	7754236
DEGS1|8560	chr1	224363458	224381140
DEGS2|123099	chr14	100612753	100626012
DEK|7913	chr6	18224400	18264799
DEM1|64789	chr1	40974433	40982212
DENND1A|57706	chr9	126141933	126692417
DENND1B|163486	chr1	197479509	197744623
DENND1C|79958	chr19	6467219	6481798
DENND2A|27147	chr7	140218227	140341286
DENND2C|163259	chr1	115064018	115213044
DENND2D|79961	chr1	111729801	111747031
DENND3|22898	chr8	142138720	142205906
DENND4A|10260	chr15	65952959	66084631
DENND4B|9909	chr1	153901977	153919154
DENND4C|55667	chr9	19290702	19374138
DENND5A|23258	chr11	9160377	9286871
DENND5B|160518	chr12	31535157	31743952
DENR|8562	chr12	123237371	123255952
DEPDC1B|55789	chr5	59892740	59995993
DEPDC1|55635	chr1	68939837	68962799
DEPDC4|120863	chr12	100631746	100660857
DEPDC5|9681	chr22	32149965	32303000
DEPDC6|64798	chr8	120885900	121063156
DEPDC7|91614	chr11	33037410	33055126
DERA|51071	chr12	16064186	16190314
DERL1|79139	chr8	124025568	124054648
DERL2|51009	chr17	5377613	5389494
DERL3|91319	chr22	24176691	24181315
DES|1674	chr2	220283099	220291459
DET1|55070	chr15	89054788	89089912
DEXI|28955	chr16	11022750	11036257
DFFA|1676	chr1	10520605	10532613
DFFB|1677	chr1	3773845	3801992
DFNA5|1687	chr7	24737974	24797639
DFNB31|25861	chr9	117164361	117267730
DFNB59|494513	chr2	179316163	179326107
DGAT1|8694	chr8	145538247	145550567
DGAT2L6|347516	chr23	69397336	69425553
DGAT2|84649	chr11	75479778	75512579
DGCR10|26222	chr22	19010137	19011062
DGCR11|25786	chr22	19033675	19035888
DGCR14|8220	chr22	19117793	19132190
DGCR2|9993	chr22	19023795	19109967
DGCR5|26220	chr22	18958027	19018742
DGCR6L|85359	chr22	20301802	20307608
DGCR6|8214	chr22	18893541	18899600
DGCR8|54487	chr22	20067834	20099398
DGCR9|25787	chr22	19005347	19007760
DGKA|1606	chr12	56324946	56347805
DGKB|1607	chr7	14184675	14942550
DGKD|8527	chr2	234263153	234380743
DGKE|8526	chr17	54911460	54946034
DGKG|1608	chr3	185864991	186080023
DGKH|160851	chr13	42614172	42830714
DGKI|9162	chr7	137074386	137531609
DGKK|139189	chr23	50111897	50213737
DGKQ|1609	chr4	952676	967344
DGKZ|8525	chr11	46354739	46402104
DGUOK|1716	chr2	74153953	74186086
DHCR24|1718	chr1	55315300	55352921
DHCR7|1717	chr11	71145459	71159477
DHDDS|79947	chr1	26758802	26797793
DHDH|27294	chr19	49436939	49448226
DHDPSL|112817	chr10	99344102	99372553
DHFRL1|200895	chr3	93776770	93782067
DHFR|1719	chr5	79922045	79950800
DHH|50846	chr12	49483208	49488602
DHODH|1723	chr16	72042643	72058954
DHPS|1725	chr19	12786534	12792677
DHRS11|79154	chr17	34948226	34957231
DHRS12|79758	chr13	52342131	52378293
DHRS13|147015	chr17	27224801	27230089
DHRS1|115817	chr14	24759806	24769039
DHRS2|10202	chr14	24099324	24114846
DHRS3|9249	chr1	12627940	12677820
DHRS4L1|728635	chr14	24505710	24520579
DHRS4L2|317749	chr14	24422965	24475615
DHRS4|10901	chr14	24422965	24475615
DHRS7B|25979	chr17	21030258	21094835
DHRS7C|201140	chr17	9674756	9694601
DHRS7|51635	chr14	60611502	60636561
DHRS9|10170	chr2	169921299	169952679
DHRSX|207063	chr23	2137557	2419015
DHTKD1|55526	chr10	12110934	12165223
DHX15|1665	chr4	24529089	24586184
DHX16|8449	chr6	30620897	30640830
DHX29|54505	chr5	54552074	54603521
DHX30|22907	chr3	47844399	47891685
DHX32|55760	chr10	127524909	127585027
DHX33|56919	chr17	5345594	5372181
DHX34|9704	chr19	47852546	47885961
DHX35|60625	chr20	37591000	37668363
DHX36|170506	chr3	153993458	154042286
DHX37|57647	chr12	125431373	125473667
DHX38|9785	chr16	72127615	72146810
DHX40P1|653645	chr17	58053385	58096336
DHX40|79665	chr17	57642886	57685702
DHX57|90957	chr2	39024878	39103021
DHX58|79132	chr17	40253422	40264751
DHX8|1659	chr17	41561334	41604166
DHX9|1660	chr1	182808451	182856882
DIABLO|56616	chr12	122692210	122712068
DIAPH1|1729	chr5	140894589	140998622
DIAPH2|1730	chr23	95939662	96855596
DIAPH3|81624	chr13	60239725	60738119
DICER1|23405	chr14	95552565	95624347
DIDO1|11083	chr20	61509090	61569274
DIMT1L|27292	chr5	61684352	61699728
DIO1|1733	chr1	54359861	54376758
DIO2|1734	chr14	80663870	80697397
DIO3OS|64150	chr14	102018560	102026740
DIO3|1735	chr14	102027688	102029789
DIP2A|23181	chr21	47878862	47989926
DIP2B|57609	chr12	50898768	51142448
DIP2C|22982	chr10	320132	735608
DIRAS1|148252	chr19	2714565	2721390
DIRAS2|54769	chr9	93372114	93405108
DIRAS3|9077	chr1	68511647	68516460
DIRC1|116093	chr2	189598465	189654831
DIRC2|84925	chr3	122513901	122599983
DIRC3|729582	chr2	218148748	218621316
DIS3L2|129563	chr2	232826293	233201907
DIS3L|115752	chr15	66585633	66626235
DIS3|22894	chr13	73329542	73356344
DISC1|27185	chr1	231762561	232177016
DISC2|27184	chr1	231950373	231954263
DISP1|84976	chr1	223101783	223179335
DISP2|85455	chr15	40650434	40663256
DIXDC1|85458	chr11	111800585	111893305
DKC1|1736	chr23	153991031	154005963
DKFZP434H168|26077	chr16	56226529	56228437
DKFZP434K028|26070	chr11	61521502	61525136
DKFZP434L187|26082	chr15	30488239	30665668
DKFZP586I1420|222161	chr7	30409666	30412408
DKFZP686I15217|401232	chr6	2988201	2991404
DKFZp434J0226|93429	chr19	46706683	46718092
DKFZp434L192|222029	chr7	56563916	56564977
DKFZp566F0947|94023	chr19	31640783	31641309
DKFZp686A1627|266695	chr13	19620293	19692423
DKFZp686O24166|374383	chr11	17373317	17398869
DKFZp761E198|91056	chr11	65543380	65547822
DKFZp779M0652|374387	chr11	45792983	45793908
DKK1|22943	chr10	54074041	54077416
DKK2|27123	chr4	107842960	108204846
DKK3|27122	chr11	11984545	12031316
DKK4|27121	chr8	42231587	42234674
DKKL1|27120	chr19	49867042	49878371
DLAT|1737	chr11	111895538	111934978
DLC1|10395	chr8	12940872	13372429
DLD|1738	chr7	107531586	107561642
DLEC1|9940	chr3	38080696	38164228
DLEU1|10301	chr13	50656414	51102670
DLEU2L|79469	chr1	64014651	64016307
DLEU2|8847	chr13	50556688	50699677
DLEU7|220107	chr13	51286759	51417885
DLG1|1739	chr3	196769432	197026143
DLG2|1740	chr11	83166056	85338314
DLG3|1741	chr23	69664724	69725337
DLG4|1742	chr17	7093212	7123369
DLG5|9231	chr10	79550551	79686348
DLGAP1|9229	chr18	3498837	4455266
DLGAP2|9228	chr8	1449569	1656640
DLGAP3|58512	chr1	35331038	35370984
DLGAP4|22839	chr20	34894303	35157038
DLGAP5|9787	chr14	55614836	55658396
DLK1|8788	chr14	101193253	101201474
DLK2|65989	chr6	43418092	43423786
DLL1|28514	chr6	170591296	170599697
DLL3|10683	chr19	39989557	39999121
DLL4|54567	chr15	41221547	41231237
DLST|1743	chr14	75348594	75370450
DLX1|1745	chr2	172950208	172954399
DLX2|1746	chr2	172964167	172967478
DLX3|1747	chr17	48067376	48072588
DLX4|1748	chr17	48046562	48052322
DLX5|1749	chr7	96649704	96654143
DLX6AS|285987	chr7	96597828	96643377
DLX6|1750	chr7	96635290	96640351
DMAP1|55929	chr1	44679125	44686351
DMBT1|1755	chr10	124320181	124403252
DMBX1|127343	chr1	46972668	46979884
DMC1|11144	chr22	38914954	38966189
DMD|1756	chr23	31137345	33357726
DMGDH|29958	chr5	78293430	78365449
DMKN|93099	chr19	35988123	36004560
DMP1|1758	chr4	88571454	88585510
DMPK|1760	chr19	46272976	46285815
DMRT1|1761	chr9	841690	969088
DMRT2|10655	chr9	1049858	1057553
DMRT3|58524	chr9	976964	991732
DMRTA1|63951	chr9	22446840	22452472
DMRTA2|63950	chr1	50883229	50889141
DMRTB1|63948	chr1	53925072	53933158
DMRTC1B|728656	chr23	72062800	72068635
DMRTC1|63947	chr23	72091860	72097698
DMRTC2|63946	chr19	42349024	42356395
DMTF1|9988	chr7	86781677	86825646
DMWD|1762	chr19	46286264	46296060
DMXL1|1657	chr5	118406900	118584822
DMXL2|23312	chr15	51739940	51914967
DNA2|1763	chr10	70173822	70231879
DNAH10|196385	chr12	124247042	124420265
DNAH11|8701	chr7	21582833	21941455
DNAH12|201625	chr3	57327727	57530071
DNAH14|127602	chr1	225117356	225586996
DNAH17|8632	chr17	76419781	76468856
DNAH1|25981	chr3	52350335	52434512
DNAH2|146754	chr17	7621079	7737058
DNAH3|55567	chr16	20944477	21170762
DNAH5|1767	chr5	13690437	13944589
DNAH6|1768	chr2	84743579	85046711
DNAH7|56171	chr2	196602428	196933536
DNAH8|1769	chr6	38684338	38998567
DNAH9|1770	chr17	11501748	11873063
DNAI1|27019	chr9	34458811	34520981
DNAI2|64446	chr17	72270397	72311022
DNAJA1|3301	chr9	33025209	33039062
DNAJA2|10294	chr16	46989274	47007625
DNAJA3|9093	chr16	4475858	4506773
DNAJA4|55466	chr15	78556487	78574536
DNAJB11|51726	chr3	186288467	186303588
DNAJB12|54788	chr10	74092588	74114907
DNAJB13|374407	chr11	73661364	73681331
DNAJB14|79982	chr4	100820712	100867879
DNAJB1|3337	chr19	14625582	14640049
DNAJB2|3300	chr2	220144040	220151622
DNAJB3|414061	chr2	234651397	234652661
DNAJB4|11080	chr1	78444934	78482993
DNAJB5|25822	chr9	34989725	34998428
DNAJB6|10049	chr7	157129710	157210132
DNAJB7|150353	chr22	41255555	41258130
DNAJB8|165721	chr3	128181282	128186091
DNAJB9|4189	chr7	108210356	108215292
DNAJC10|54431	chr2	183580999	183643255
DNAJC11|55735	chr1	6694228	6761966
DNAJC12|56521	chr10	69556428	69597937
DNAJC13|23317	chr3	132136553	132257875
DNAJC14|85406	chr12	56151058	56224342
DNAJC15|29103	chr13	43597362	43683304
DNAJC16|23341	chr1	15853352	15918872
DNAJC17|55192	chr15	41060071	41099655
DNAJC18|202052	chr5	138747381	138775139
DNAJC19|131118	chr3	180701503	180707530
DNAJC1|64215	chr10	22045478	22292650
DNAJC21|134218	chr5	34929698	34959068
DNAJC22|79962	chr12	49741041	49745683
DNAJC24|120526	chr11	31391377	31454381
DNAJC25-GNG10|552891	chr9	114393666	114432508
DNAJC25|548645	chr9	114393632	114416629
DNAJC27|51277	chr2	25166505	25194824
DNAJC28|54943	chr21	34860239	34864023
DNAJC2|27000	chr7	102952922	102985320
DNAJC30|84277	chr7	73095248	73097781
DNAJC3|5611	chr13	96329402	96447241
DNAJC4|3338	chr11	63997753	64001752
DNAJC5B|85479	chr8	66933791	67012755
DNAJC5G|285126	chr2	27498289	27504296
DNAJC5|80331	chr20	62526518	62571216
DNAJC6|9829	chr1	65720148	65881552
DNAJC7|7266	chr17	40128457	40169671
DNAJC8|22826	chr1	28526792	28559542
DNAJC9|23234	chr10	75002584	75008620
DNAL1|83544	chr14	74111578	74168647
DNAL4|10126	chr22	39174514	39190161
DNALI1|7802	chr1	38022520	38032457
DNASE1L1|1774	chr23	153629579	153640427
DNASE1L2|1775	chr16	2286424	2288711
DNASE1L3|1776	chr3	58178354	58200853
DNASE1|1773	chr16	3702940	3708095
DNASE2B|58511	chr1	84864215	84880691
DNASE2|1777	chr19	12986025	12992335
DND1|373863	chr5	140050382	140053171
DNER|92737	chr2	230222346	230579286
DNHD1|144132	chr11	6518526	6593252
DNLZ|728489	chr9	139256352	139258241
DNM1L|10059	chr12	32832137	32898584
DNM1P35|100128285	chr15	76020011	76032502
DNM1|1759	chr9	130965663	131017527
DNM2|1785	chr19	10823794	10944160
DNM3|26052	chr1	171810621	172387567
DNMBP|23268	chr10	101635334	101769676
DNMT1|1786	chr19	10244023	10305755
DNMT3A|1788	chr2	25455846	25565459
DNMT3B|1789	chr20	31350191	31397161
DNMT3L|29947	chr21	45666223	45682099
DNPEP|23549	chr2	220233073	220264729
DNTTIP1|116092	chr20	44420576	44440064
DNTTIP2|30836	chr1	94335338	94344742
DNTT|1791	chr10	98064085	98098319
DOC2A|8448	chr16	30016837	30024843
DOC2B|8447	chr17	6011	31420
DOCK10|55619	chr2	225629807	225907330
DOCK11|139818	chr23	117629872	117820123
DOCK1|1793	chr10	128594023	129250781
DOCK2|1794	chr5	169064251	169510384
DOCK3|1795	chr3	50712672	51421628
DOCK4|9732	chr7	111366165	111846462
DOCK5|80005	chr8	25042287	25270618
DOCK6|57572	chr19	11309973	11373157
DOCK7|85440	chr1	62920398	63153969
DOCK8|81704	chr9	214865	465259
DOCK9|23348	chr13	99445741	99738660
DOHH|83475	chr19	3490820	3500938
DOK1|1796	chr2	74776153	74784678
DOK2|9046	chr8	21563902	21771205
DOK3|79930	chr5	176928915	176937427
DOK4|55715	chr16	57505863	57520385
DOK5|55816	chr20	53092257	53267709
DOK6|220164	chr18	67068291	67515825
DOK7|285489	chr4	3465033	3503200
DOLK|22845	chr9	131707810	131710012
DOLPP1|57171	chr9	131843383	131852716
DOM3Z|1797	chr6	31937588	31940069
DONSON|29980	chr21	34947783	35284703
DOPEY1|23033	chr6	83777385	83881063
DOPEY2|9980	chr21	37536839	37666571
DOT1L|84444	chr19	2164148	2232576
DPAGT1|1798	chr11	118967214	118979041
DPCD|25911	chr10	103330406	103369409
DPCR1|135656	chr6	30908777	30921998
DPEP1|1800	chr16	89679716	89704838
DPEP2|64174	chr16	68021295	68034489
DPEP3|64180	chr16	68009567	68014452
DPF1|8193	chr19	38701650	38720317
DPF2|5977	chr11	65101346	65120450
DPF3|8110	chr14	73086004	73360809
DPH1|1801	chr17	1933431	1946724
DPH2|1802	chr1	44435653	44439044
DPH3B|100132911	chr20	61476476	61477543
DPH3|285381	chr3	16298569	16306496
DPH5|51611	chr1	101455180	101491644
DPM1|8813	chr20	49551405	49575060
DPM2|8818	chr9	130697374	130700763
DPM3|54344	chr1	155112369	155112996
DPP10|57628	chr2	115199899	116601936
DPP3|10072	chr11	66247880	66277130
DPP4|1803	chr2	162848757	162931052
DPP6|1804	chr7	153584419	154685994
DPP7|29952	chr9	140004993	140009195
DPP8|54878	chr15	65737999	65810035
DPP9|91039	chr19	4675246	4723855
DPPA2|151871	chr3	109012636	109035364
DPPA3|359787	chr12	7864089	7870150
DPPA4|55211	chr3	109044989	109056419
DPPA5|340168	chr6	74062787	74063953
DPRXP4|503645	chr17	29302353	29303015
DPRX|503834	chr19	54135310	54140263
DPT|1805	chr1	168664707	168698428
DPY19L1|23333	chr7	34961081	35077653
DPY19L2P1|554236	chr7	35119601	35225774
