gene	met.row	expr.row	count
GBP6	6175	6903	2
MAPK8IP3	6177	10609	2
TESK1	6178	17883	2
PREP	6179	14035	2
SOCS1	6181	16991	8
GPR180	6182	7329	2
RAI2	6183	14605	2
MYH2	6184	11416	2
REEP2	6185	14814	2
TRNT1	6186	18726	2
OGDHL	6188	12305	2
ITIH2	6189	8656	1
ZMAT2	6190	19936	2
CACNG5	6191	2881	2
APOBEC3H	6192	854	1
FLJ45983	6193	6531	3
GATA3	6193	6877	1
KPNA5	6194	9208	2
KCNQ1	6195	8837	23
HBB	6196	7656	2
NDUFV1	6197	11747	3
L3MBTL2	6198	9373	2
GLTP	6199	7108	2
SLC22A2	6200	16170	2
INPPL1	6201	8507	2
MTX1	6202	11343	1
THBS3	6202	17973	3
LAIR1	6203	9384	1
PLK1	6204	13619	2
CYBASC3	6205	4532	3
TMEM138	6205	18177	3
KIAA0494	6206	8941	2
APOM	6207	873	2
ALG3	6208	566	2
ECE2	6208	5347	4
TXNDC2	6210	18989	2
ZSCAN18	6211	20500	2
FCN1	6212	6329	2
TAS2R4	6213	17689	1
ZIM2	6214	19928	17
ERCC2	6215	5685	2
C6orf1	6216	2630	2
ERAL1	6217	5674	2
TMEM169	6218	18210	2
PECR	6218	13227	2
SSR2	6219	17283	2
STIM2	6220	17383	2
SLC31A2	6221	16280	2
AGGF1	6222	427	2
C6orf125	6223	2597	1
ADAM10	6224	270	2
NPBWR2	6226	12026	2
DNAJC3	6227	5092	2
KLK7	6229	9181	2
MMP27	6230	11028	1
ASCL2	6231	1106	2
CACNA1H	6232	2866	2
MCHR1	6233	10712	2
CELSR1	6234	3569	2
ENTPD6	6235	5613	2
MSC	6236	11236	2
DYRK4	6237	5315	2
PMS2L3	6238	13674	2
UBE2A	6239	19038	2
ZFP42	6240	19890	2
PGLYRP3	6241	13308	2
BIRC2	6242	1520	2
FAM135B	6243	5927	2
NR1I3	6244	12081	2
KANK3	6245	8729	2
DGKI	6246	4893	2
SLC16A2	6247	16123	2
TRIP11	6248	18707	2
GMNN	6249	7131	2
CALB1	6250	2894	2
UBE2E1	6251	19047	2
CENPJ	6252	3583	2
YES1	6253	19708	2
TAF7	6254	17639	2
CYP11A1	6255	4547	2
SART1	6256	15510	2
HPS6	6257	8058	2
KCNS1	6258	8843	2
PREB	6259	14030	2
ANKRD5	6260	736	2
PHLDB1	6261	13366	2
SPOP	6263	17173	2
NPC2	6264	12030	2
ISCA2	6264	8603	2
HTR7	6265	8188	2
CLCN3	6266	3822	2
TXN2	6267	18983	2
SOCS1	6268	16991	8
CALCA	6269	2896	8
CDKL3	6270	3495	2
NFXL1	6271	11840	2
SNHG4	6272	16595	2
MATR3	6272	10662	2
SALL4	6273	15477	1
AKR7A2	6274	521	2
PQLC2	6274	13975	2
FAM129C	6275	5916	1
F8	6276	5824	2
CASC3	6277	2986	2
RNF111	6278	15043	2
FAM49B	6279	6094	2
DNAI1	6280	5053	4
C9orf25	6280	2789	5
PDCD5	6282	13128	2
TENC1	6283	17874	2
PRSS38	6284	14199	2
MAGEA5	6285	10488	2
AVIL	6286	1306	2
NUP188	6287	12223	4
DOLK	6287	5149	4
C17orf44	6290	2011	1
SLC38A7	6291	16326	2
COL19A1	6292	4041	2
HK1	6293	7894	2
PDCD10	6294	13121	2
SERPINI1	6294	15822	3
GNAS	6295	7149	29
GNASAS	6295	7148	12
JTB	6296	8718	2
KRTAP19-7	6297	9310	1
VN1R2	6298	19389	2
OPN1MW	6299	12345	1
PCDHB14	6300	13037	1
SLC35E4	6301	16304	2
ZCCHC14	6302	19821	1
AVL9	6303	1307	2
LSM5	6303	10375	3
POLR3D	6304	13768	2
CCDC28A	6305	3133	2
PPAP2B	6306	13835	2
TMEM70	6307	18332	2
FAM59A	6308	6110	2
CBFA2T2	6309	3024	2
CREM	6310	4235	2
DDX58	6311	4789	2
AMMECR1	6312	627	4
RGAG1	6312	14890	2
PDE8B	6313	13161	2
PLEKHA4	6314	13580	3
CHM	6315	3716	2
DAZAP1	6316	4657	2
SLC9A3R1	6317	16433	2
PPCS	6318	13850	2
ZMYND12	6318	19951	2
IFIH1	6319	8261	2
DPYD	6320	5195	2
STIM1	6321	17382	2
CXorf41	6323	4506	2
NUP62CL	6323	12233	2
RDBP	6324	14797	4
SKIV2L	6324	16074	4
SDPR	6325	15668	2
OTOP2	6326	12787	2
USH1G	6326	19238	2
OR51B4	6327	12564	1
IFIT3	6328	8265	1
AQP12A	6330	884	1
PTPRO	6331	14393	9
RPIA	6332	15186	2
CCNF	6333	3258	2
RAB3IP	6334	14530	2
SOSTDC1	6335	17016	2
MOSPD1	6336	11080	2
HPGD	6337	8050	2
ALDOC	6338	555	2
VDR	6339	19357	2
ADAM11	6340	271	2
DSTYK	6341	5237	2
RUNX3	6342	15412	16
TMEM133	6343	18173	1
KRT23	6345	9235	2
TFEB	6346	17919	2
CACNA2D1	6347	2869	2
INO80	6348	8496	1
FRS3	6349	6675	2
PRICKLE4	6349	14050	2
SKI	6350	16075	1
ERLEC1	6351	5703	2
ASB3	6351	1095	2
XPA	6352	19674	2
PPFIA1	6353	13854	2
BARHL2	6355	1390	2
SPIN2A	6356	17140	1
CTSZ	6357	4434	7
GRB10	6358	7413	12
SOCS5	6359	16995	2
RHD	6360	14944	1
SOX9	6361	17037	2
DCTN1	6362	4718	2
NUDT4	6364	12205	1
KRI1	6365	9220	2
IL20RB	6366	8410	2
FGFRL1	6367	6409	2
LGALS4	6368	9530	2
AK2	6369	485	2
PTP4A2	6370	14353	2
HOXA13	6371	8006	2
ZNF236	6372	20033	2
TMPRSS11B	6373	18376	2
PPP2R2A	6374	13938	2
PGK2	6375	13304	2
TTLL12	6376	18886	2
NXPH3	6377	12258	2
CD300LB	6378	3337	2
ABCA5	6379	69	2
HES1	6380	7760	2
PITPNM2	6381	13472	2
TSPAN6	6382	18809	1
PEBP1	6383	13223	1
ETAA1	6384	5739	1
RNH1	6385	15129	2
DCTN3	6386	4720	2
SHC1	6387	15979	3
CKS1B	6387	3810	3
BUD13	6388	1671	2
EHD4	6389	5442	1
MUC1	6390	11351	4
PYGB	6391	14450	2
OCIAD1	6393	12283	2
COPG2	6394	4097	4
FEZF2	6395	6366	2
SORD	6396	17011	2
NCOA6	6398	11626	2
SNX21	6399	16970	2
SLC35A3	6400	16288	2
ELF4	6401	5521	2
GOT1	6402	7232	2
DAZL	6403	4659	1
CLIP3	6404	3895	2
FAM63A	6405	6114	4
NOL7	6406	11983	2
HAPLN1	6407	7628	2
MARCKSL1	6408	10633	2
DPP6	6409	5176	2
INPP4A	6410	8498	2
C3orf26	6411	2466	4
FILIP1L	6411	6435	2
LDHB	6412	9485	2
TUBA3C	6413	18933	2
FAM19A2	6414	6035	2
COX4I1	6415	4135	3
COX4NB	6415	4137	3
SMAD1	6416	16479	2
HNF1A	6418	7964	2
GABRR2	6419	6794	2
HNRNPR	6420	7986	2
TRA2A	6421	18577	5
MCRS1	6422	10730	2
STMN1	6423	17408	3
DACT3	6424	4631	2
NDC80	6425	11690	3
METTL4	6425	10838	3
TMEM140	6426	18179	2
ANP32A	6427	757	2
KLF8	6428	9122	2
ZNF549	6429	20237	2
MTHFD1	6430	11303	2
NOP10	6431	11992	2
CYP3A7	6432	4586	1
TWSG1	6433	18978	2
NT5DC3	6435	12155	2
CHFR	6436	3691	20
BET1L	6437	1491	1
RIC8A	6437	14971	2
FLJ33630	6438	6490	2
SLC12A2	6438	16098	2
GRIK4	6439	7435	1
PPP2R3A	6440	13942	2
BRIX1	6441	1608	1
HERPUD2	6442	7759	2
CCDC42	6443	3146	2
ISM2	6444	8613	2
SMC3	6446	16507	2
SMAP2	6447	16490	2
ADAM11	6448	271	2
NOS1AP	6449	11998	2
CEACAM8	6450	3544	2
NDUFS4	6451	11742	1
IFIT2	6452	8264	2
SLCO4A1	6454	16449	2
PNLDC1	6455	13682	2
RDM1	6456	14806	2
GLIPR2	6457	7079	1
PER3	6458	13242	2
LRRC37B2	6459	10306	1
TMPRSS9	6460	18388	1
CST11	6461	4345	2
FTSJ1	6462	6702	2
FBXW9	6463	6308	2
C16orf63	6464	1976	2
CETN1	6465	3625	2
GATA2	6466	6876	1
MPZL3	6467	11116	2
ZNF613	6468	20294	2
SLC19A2	6469	16144	2
HOXB7	6470	8022	2
TRPA1	6471	18730	2
GAS2	6472	6869	2
SCGN	6473	15594	2
KLHL13	6474	9138	1
KRT72	6475	9260	2
SUOX	6476	17498	2
CD27	6477	3329	3
LOC678655	6477	10128	4
CYC1	6478	4536	2
C12orf23	6479	1793	2
COL9A3	6481	4075	2
ZC3H10	6482	19797	2
HCN1	6483	7688	2
NDRG3	6484	11701	2
ARNTL	6485	1036	2
VPS53	6486	19426	2
C4orf19	6487	2514	2
LPAR3	6488	10214	2
KCNH5	6489	8788	2
SLC34A1	6490	16283	1
ITSN1	6491	8678	2
CRYZL1	6491	4291	2
H3F3B	6492	7608	2
DLK1	6493	5004	3
CKAP2L	6494	3800	2
TSSC1	6495	18827	2
NPSR1	6496	12058	2
DHX32	6497	4927	2
LOX	6499	10210	7
TIMP2	6500	18039	2
OSR1	6501	12772	2
C21orf45	6503	2341	2
NAT10	6504	11559	2
WT1	6505	19637	20
RAB30	6506	14511	2
ATP1A4	6507	1204	2
ADH6	6508	353	1
BIVM	6509	1526	4
KDELC1	6509	8873	4
C10orf55	6510	1715	2
PLAU	6510	13546	2
LRP2BP	6511	10266	1
TRIOBP	6512	18704	2
KCND1	6514	8771	2
GNL2	6515	7175	2
DNASE1	6516	5107	2
CLN3	6517	3905	2
HTR3B	6518	8180	1
WWOX	6520	19643	2
CISD1	6521	3791	2
KLF14	6522	9111	2
DDX39	6523	4772	2
MIF	6524	10944	2
JPH4	6525	8714	3
DLX5	6526	5014	18
UBB	6527	19035	2
FBXO48	6528	6293	1
APLF	6528	835	1
CCND1	6529	3252	16
CPXM1	6530	4203	1
CCDC74A	6531	3178	1
PLAUR	6532	13545	1
ANKRD10	6533	684	2
VAMP4	6534	19322	2
ANAPC13	6535	647	4
CEP63	6535	3607	4
PDLIM1	6536	13187	2
RBP1	6537	14764	7
PDP1	6538	13193	2
TMEM14C	6539	18189	1
ARL8A	6541	1015	2
PEPD	6542	13239	2
LPP	6543	10237	3
LYZL6	6544	10452	2
GPR133	6545	7296	2
INHA	6546	8486	2
OBSL1	6546	12279	2
CSDA	6547	4298	2
SAFB2	6548	15470	3
SAFB	6548	15471	3
GNPTAB	6549	7184	2
PFN1	6550	13279	2
TMEM132E	6551	18172	2
C17orf102	6551	2000	1
ATP6V1H	6552	1263	2
SLC17A8	6553	16138	2
FIGN	6554	6434	2
ZNF167	6556	19985	1
ZRANB2	6557	20493	2
STT3A	6558	17433	2
FABP2	6559	5831	2
KCNC3	6560	8769	2
CHD2	6561	3679	1
FAM118A	6562	5889	2
DHDDS	6563	4900	2
EIF4A3	6564	5491	2
DMWD	6565	5036	3
SPATA16	6566	17082	2
SPC25	6567	17106	2
ZNF540	6568	20229	4
ZNF571	6568	20258	2
NPPA	6569	12050	2
PI4KB	6570	13391	1
PROL1	6572	14121	2
CAPN9	6573	2956	2
MCOLN1	6574	10726	3
WRAP53	6575	19629	3
TP53	6575	18530	3
TRAF3	6576	18586	2
HFE2	6577	7777	2
IKZF1	6579	8356	2
TATDN3	6581	17699	2
NSL1	6581	12134	2
MKL1	6582	10964	2
DISP2	6583	4966	2
C5orf28	6584	2555	1
LY6E	6585	10408	2
LOC100133669	6585	9732	2
FERMT3	6586	6358	4
RARS2	6587	14654	3
ORC3L	6587	12742	3
MLF1IP	6588	10977	1
C19orf50	6589	2109	2
C11orf41	6590	1751	2
FOXF1	6591	6612	2
BOLA1	6592	1572	2
DDX55	6593	4787	1
AIP	6594	481	2
THOP1	6595	17989	2
NDUFS6	6596	11744	1
MRPL36	6596	11164	3
KLRAQ1	6597	9187	5
RASL11A	6598	14679	2
PINK1	6599	13450	2
GPX1	6600	7395	2
SOX10	6601	17018	2
S100A3	6602	15442	2
GPR107	6603	7276	2
KIF1B	6604	9053	1
ICK	6605	8223	2
GLI1	6606	7072	2
AMMECR1	6607	627	4
RGAG1	6607	14890	2
TLR2	6608	18072	2
ASPH	6609	1128	3
GMCL1L	6610	7122	1
NONO	6611	11991	2
BCYRN1	6611	1470	15
HSF4	6612	8120	1
CELSR3	6613	3571	2
PEX16	6614	13254	2
MUTYH	6615	11369	3
TOE1	6615	18483	3
TMEM104	6616	18140	2
NAT9	6616	11568	2
SLC4A3	6617	16372	2
F12	6618	5812	2
KIFAP3	6619	9080	2
RSPO1	6620	15371	2
PRKACB	6622	14060	2
SOCS2	6623	16992	13
AMBP	6624	612	2
MAD2L2	6625	10469	4
C1orf187	6625	2207	2
NUDT22	6626	12202	2
TRPT1	6626	18748	2
SNRNP48	6627	16935	2
LCOR	6628	9474	2
DDX1	6629	4762	2
P2RY6	6630	12837	2
C16orf86	6631	1990	2
C16orf48	6631	1965	2
AFF4	6632	401	1
IGF2BP1	6633	8315	2
FAM107A	6634	5866	2
COL19A1	6635	4041	2
OR7A5	6636	12693	2
FAIM3	6637	5851	2
LRRC8C	6638	10339	2
ARIH2	6639	990	2
CCT7	6640	3296	2
C2orf7	6640	2440	4
HSPC159	6642	8161	2
RAB4A	6643	14538	4
NR1I2	6644	12080	2
ARFIP1	6645	916	2
TIGD4	6645	18020	2
NR0B2	6646	12074	4
NOTCH3	6647	12007	2
LIME1	6648	9587	1
CRIPT	6649	4245	3
PIGF	6649	13404	3
TMEM141	6650	18180	2
IMPDH2	6651	8470	2
KLF8	6652	9122	2
GDPD1	6653	6952	1
ZNF76	6654	20400	2
SLC9A6	6655	16438	2
SERAC1	6656	15775	1
GTF2H5	6656	7528	1
TMLHE	6657	18367	2
NFIX	6658	11826	2
C20orf195	6659	2300	2
GPA33	6660	7239	2
TMED9	6661	18134	2
IFNAR2	6662	8287	2
TRIP11	6663	18707	2
EIF2AK1	6664	5457	2
CCNC	6665	3251	2
AASS	6666	56	1
FERMT1	6667	6356	2
MAL	6668	10526	2
SNRPE	6669	16945	2
GPR116	6670	7286	2
PRMT3	6671	14101	1
SOX1	6672	17026	1
ITSN2	6673	8679	2
MSX1	6674	11266	18
SEC1	6675	15686	3
DBP	6675	4669	1
THUMPD3	6676	18003	2
SERPINB5	6677	15808	7
CAP2	6678	2942	2
POLR3E	6679	13769	2
ACTL8	6680	239	2
TMEM55A	6681	18313	2
RSPRY1	6682	15375	2
FAM192A	6682	6021	2
CCNF	6683	3258	2
SLC7A11	6684	16411	2
RAB15	6685	14493	2
CDK16	6686	3471	2
SFRP5	6687	15869	5
GNAQ	6688	7147	1
SGCE	6689	15910	10
PEG10	6689	13229	15
TUBB4	6690	18946	2
TMEM126A	6691	18161	2
OSBP	6692	12763	2
DUSP16	6693	5269	2
PHKA2	6694	13359	2
YWHAQ	6695	19739	2
EEF1B2	6696	5383	4
NDUFS1	6696	11739	4
DNAJC7	6698	5098	3
NKIRAS2	6698	11899	3
MRPL10	6699	11140	3
LRRC46	6699	10316	3
DAB1	6700	4624	2
MAMDC4	6701	10528	2
CSTF2T	6702	4359	2
PRKG1	6702	14084	4
IGFBP3	6703	8323	5
OLFML1	6704	12322	2
S1PR2	6705	15457	2
ZNF559	6707	20246	2
EIF4A3	6708	5491	2
KCNQ1	6709	8837	23
UIMC1	6710	19169	2
RNASE6	6711	15026	2
NOL4	6713	11981	2
GRIK3	6714	7434	2
PDE9A	6715	13162	2
CUEDC1	6716	4444	2
PRMT2	6717	14100	2
WDR37	6718	19515	7
SIX4	6719	16062	2
RNPS1	6720	15136	1
IFT140	6721	8298	3
TMEM143	6722	18181	2
SYNGR4	6722	17556	2
IVD	6723	8680	1
ATP6AP2	6724	1241	1
CEBPD	6727	3547	2
LOC100128788	6728	9677	2
SRRM2	6728	17258	2
PTGER2	6729	14325	2
NFE2L1	6730	11818	2
ACCN2	6731	166	2
NDN	6732	11696	6
BEND5	6733	1484	2
AGBL4	6733	422	2
HGF	6734	7783	2
TMED3	6735	18127	2
ATOX1	6736	1188	2
TBR1	6737	17758	2
KRTAP19-3	6738	9306	2
TESC	6739	17882	2
SNAP23	6740	16556	1
PSRC1	6741	14299	2
SMYD5	6742	16552	2
CNGB3	6744	3966	1
FLNA	6745	6536	2
DBF4B	6746	4661	2
LHFPL2	6747	9550	2
KCNC1	6750	8767	1
TXNL1	6751	18996	2
PIP5KL1	6752	13460	2
UROC1	6753	19231	2
CBFB	6754	3026	2
PCDHB8	6755	13050	2
HOPX	6756	7999	2
MDH2	6757	10741	4
STYXL1	6757	17460	4
GPRC5A	6758	7380	2
ME2	6759	10750	2
RNF8	6760	15125	2
PHF13	6762	13337	2
TNFAIP3	6763	18407	2
PTPRJ	6764	14388	2
FADS2	6765	5841	2
STK32C	6766	17397	2
NPHP3	6767	12038	2
NCRNA00119	6767	11656	2
ANKRD53	6768	730	2
MKRN1	6769	10969	2
FPR3	6770	6649	1
DCUN1D1	6771	4726	2
C2orf48	6772	2410	2
PRPF4B	6773	14139	2
PIAS1	6774	13392	2
GRB10	6775	7413	12
MPPED2	6776	11108	2
ARHGAP4	6777	950	2
TSPAN18	6778	18799	2
CD55	6779	3361	2
SLC2A1	6780	16259	2
CNTNAP4	6781	4014	2
IL24	6782	8419	2
PLIN2	6783	13614	1
SLC4A7	6784	16375	1
DNAH17	6785	5044	2
TM4SF1	6786	18089	2
FH	6787	6424	1
GNAT1	6788	7150	1
GNRHR2	6789	7188	2
PEX11B	6789	13249	3
CD47	6791	3356	2
MS4A1	6792	11227	2
DAPK3	6793	4645	2
RPL29	6794	15225	2
C3orf52	6795	2486	2
G6PC3	6796	6760	2
HCFC1	6797	7675	3
TMEM187	6797	18234	2
AGRP	6798	443	2
CRAMP1L	6799	4213	2
ATP4B	6800	1219	2
NKD1	6801	11895	2
TRPM2	6802	18740	2
PRPF31	6805	14132	4
TFPT	6805	17928	4
ZNF212	6806	20013	2
RAB8A	6807	14548	2
SPDYA	6808	17111	2
EZH2	6809	5807	1
CTSF	6810	4424	2
GCNT3	6811	6927	2
BMPR1A	6812	1554	2
PHF1	6813	13343	2
CHAD	6815	3664	2
ACSF2	6815	212	4
ECE1	6816	5346	2
RASSF1	6817	14683	9
SSR2	6818	17283	2
CSMD3	6819	4317	2
ACSL4	6820	216	2
CAMK4	6821	2927	2
USF1	6822	19235	3
DHRS1	6823	4911	2
C14orf21	6823	1899	2
DRD4	6824	5209	1
OPALIN	6825	12340	1
WFIKKN2	6826	19585	2
FGR	6827	6414	2
RPS5	6828	15304	2
ZNHIT6	6832	20479	2
ALS2CR8	6833	602	2
WDR12	6833	19498	2
HHIPL1	6834	7789	2
SSX7	6835	17302	2
ATPAF2	6836	1276	2
C17orf39	6836	2009	2
ME1	6837	10749	2
PRKAA2	6838	14056	2
SLC17A8	6839	16138	2
ERLIN1	6840	5704	2
ARFGEF2	6841	915	2
TMEM222	6842	18272	2
MKRN2	6843	10970	2
TAF6L	6845	17636	2
CHRNB3	6846	3747	2
FBXO44	6847	6289	3
FBXO2	6847	6275	3
PHIP	6848	13357	2
PRR5	6850	14174	2
SLC38A10	6851	16318	2
PNMAL1	6852	13692	2
CYP2C18	6853	4569	2
AEBP1	6854	390	2
ICAM3	6855	8220	2
TMEFF2	6856	18136	2
ACOX3	6858	197	4
SPATA22	6859	17089	2
SBNO2	6860	15529	2
LHX6	6861	9561	2
EEF1B2	6863	5383	4
SNORD51	6863	16869	2
NDUFS1	6863	11739	4
BRE	6864	1602	3
RBKS	6864	14706	3
LOC100302650	6864	9784	2
TNS3	6865	18478	2
STEAP3	6866	17378	2
DPPA3	6867	5181	2
STRADA	6868	17424	2
CAB39	6869	2847	2
RBM19	6870	14719	2
C13orf27	6871	1844	1
PAQR6	6872	12930	2
OR1G1	6873	12425	2
CYBRD1	6875	4535	1
KCNQ4	6876	8840	2
CIT	6878	3798	2
IFI27L2	6879	8254	2
RPN1	6880	15257	2
SNAPC1	6881	16561	2
ZNF223	6882	20021	2
HFE	6883	7778	1
PSMB1	6884	14254	1
TBP	6884	17757	3
SLC35D1	6885	16297	2
MCC	6886	10706	4
MOBKL2A	6887	11049	3
RAB18	6888	14495	2
NDUFA13	6889	11710	3
TSSK6	6889	18833	3
ZNF280C	6890	20063	2
CSNK1A1	6891	4324	2
PCDHB1	6893	13043	2
ARMCX3	6894	1030	2
HSPH1	6895	8165	2
TPP1	6898	18552	1
C14orf177	6899	1889	2
CAT	6901	3019	2
SPAG6	6902	17063	2
C11orf57	6903	1761	3
PIH1D2	6903	13424	4
USHBP1	6904	19240	1
DLX5	6905	5014	18
UBXN10	6906	19109	2
C9orf125	6907	2763	1
UBE2J1	6908	19055	2
GABARAPL1	6910	6768	2
SLC22A8	6911	16176	2
OLIG3	6912	12328	2
NSMCE1	6913	12136	2
GFRA4	6914	6980	2
PNPLA7	6915	13704	2
MRPL41	6915	11170	4
HRAS	6916	8068	2
LRRC56	6916	10326	2
KIF2C	6917	9068	2
UBE2V1	6918	19073	1
TMEM189-UBE2V1	6918	18236	3
IL1RAPL1	6919	8403	2
SEC11A	6920	15676	2
ADCY10	6921	332	2
CMKLR1	6922	3943	2
COX6A1	6924	4140	2
CALCB	6925	2897	2
ICMT	6927	8224	3
MEGF10	6928	10794	2
GLIS1	6929	7080	2
INTS1	6930	8523	2
TRO	6931	18729	1
PEG10	6933	13229	15
LONRF3	6934	10203	2
SERPINB6	6935	15809	2
ATP6V1B1	6936	1252	2
STXBP6	6937	17458	1
TMEM125	6938	18160	2
CDK18	6939	3473	2
NKIRAS1	6940	11898	2
RPL15	6940	15200	2
TAGLN	6941	17646	2
NAB1	6942	11513	2
RASGRP1	6943	14672	1
NCAN	6944	11595	2
NKTR	6945	11902	2
C5orf24	6946	2552	2
PALM2	6947	12899	2
PALM2-AKAP2	6947	12898	3
GBX2	6948	6906	2
GNAT2	6949	7151	2
SOS2	6950	17015	2
MRPS23	6951	11200	2
KDM1A	6952	8878	2
PAK6	6953	12894	2
ETS2	6954	5748	2
ACSF2	6955	212	4
CHAD	6955	3664	2
MCF2	6956	10710	2
FGF14	6957	6382	2
FBXO6	6958	6296	2
PTPRN	6959	14392	2
BRCA1	6960	1589	11
NBR2	6960	11591	8
NFATC1	6961	11813	2
RALGDS	6962	14612	2
EZH1	6963	5806	2
COX18	6965	4133	2
RASSF1	6967	14683	9
DTNB	6968	5244	2
FOLH1	6969	6585	2
RNLS	6970	15130	1
C7orf45	6971	2685	2
BUB1	6972	1669	2
JAKMIP3	6973	8694	2
EIF3E	6974	5479	1
RASD1	6975	14664	2
DPYD	6976	5195	2
TAGLN2	6977	17644	2
DPP8	6978	5178	2
ADAMTS10	6979	295	1
TMCO6	6980	18121	2
FOXL1	6981	6624	1
SEMA4F	6982	15734	1
BMF	6983	1539	2
GADD45A	6984	6798	2
SETDB2	6985	15843	2
CAB39L	6985	2846	4
CAPZA1	6986	2964	3
ST7L	6986	17323	3
TGFA	6987	17933	2
FADS2	6988	5841	2
ABRA	6989	136	2
ATP1B3	6990	1207	2
SMTN	6991	16543	2
KRT7	6992	9268	2
PLCB1	6994	13550	2
MB	6995	10691	2
BTN1A1	6996	1656	2
NSMCE4A	6997	12138	2
TRPC6	6998	18737	2
KRTAP11-1	6999	9293	2
ANKRD35	7000	715	2
ERBB4	7001	5681	2
PAPOLA	7002	12920	2
FLT3	7003	6546	2
THEM4	7004	17976	2
KRT73	7005	9261	2
PLAGL1	7006	13542	10
PDCD6	7007	13130	3
MAPRE2	7008	10619	2
HIF3A	7009	7804	2
KIAA0652	7010	8950	2
HARBI1	7010	7634	2
INPP5D	7011	8502	1
LIAS	7012	9564	4
RPL9	7012	15252	4
B4GALT6	7013	1354	2
IARS	7014	8213	1
SNORA84	7014	16695	1
CNTNAP2	7015	4012	2
DNAJC22	7016	5084	2
MTOR	7017	11330	3
OAZ2	7018	12271	2
MTF1	7019	11297	1
UGGT1	7021	19141	2
RSPH1	7022	15366	2
EIF4E1B	7023	5493	2
SNCB	7023	16584	2
GPR26	7024	7339	2
ANKRD34A	7025	712	2
POLR3GL	7025	13771	2
PPP2R3A	7026	13942	2
ABCF2	7027	103	1
BLMH	7028	1530	2
S100A9	7029	15450	3
CES7	7030	3623	2
NLRP12	7031	11929	2
HRH1	7032	8072	2
ANGPTL1	7033	659	1
RALGPS2	7033	14614	3
AQP2	7034	887	2
FAM13B	7035	5936	2
ABCD4	7037	100	2
C7orf55	7038	2695	7
AGXT2L2	7039	450	2
ATP1A3	7040	1203	2
HIF1A	7042	7803	2
ATP6V1B1	7043	1252	2
EID2B	7044	5449	2
ZNF549	7045	20237	2
BRCA1	7046	1589	11
WDR52	7047	19528	2
RPL5	7048	15246	2
DYNLL2	7049	5306	2
STX2	7050	17445	2
TCEB2	7051	17792	2
POLR3D	7052	13768	2
C6orf70	7053	2657	2
TCTE3	7053	17830	2
EPCAM	7054	5633	2
MAML2	7055	10530	2
DNAJA4	7056	5058	2
DNAJC9	7057	5100	2
LANCL1	7058	9403	2
CPS1	7058	4188	3
YWHAB	7059	19735	2
KLF10	7060	9107	2
CHID1	7061	3699	2
TRPC1	7062	18731	2
ORC5L	7063	12744	2
NRAS	7064	12101	1
CSDE1	7064	4300	3
ZFYVE1	7065	19907	2
GJA4	7066	7037	2
HDHD1A	7067	7715	2
FBXO7	7068	6297	2
NANP	7069	11538	2
EMR3	7070	5574	4
AGPAT4	7072	434	1
PTPRM	7073	14390	2
KLHDC3	7074	9127	2
MEA1	7074	10752	2
HYMAI	7075	8208	8
PLAGL1	7075	13542	10
FAM69B	7076	6125	2
RPL27	7077	15222	2
CNRIP1	7078	3998	2
LUC7L	7079	10400	2
NBN	7082	11578	2
UGT3A2	7083	19162	1
GCOM1	7084	6930	2
C3orf27	7085	2467	2
TNFAIP8	7087	18412	2
PDCD11	7088	13122	2
USMG5	7088	19241	2
PHGDH	7089	13355	2
UCP3	7090	19132	2
RTF1	7091	15383	1
KCNH5	7092	8788	2
MTR	7093	11336	2
PTPRH	7095	14387	2
KLC4	7097	9106	2
MRPL2	7097	11158	4
LPPR2	7098	10233	1
HTR4	7099	8184	1
SLC27A6	7100	16246	2
DGAT1	7101	4875	2
SLITRK1	7102	16464	2
CISH	7103	3794	2
IFI44	7104	8259	1
WDR67	7106	19542	2
DALRD3	7107	4638	4
NDUFAF3	7107	11724	4
MPP2	7108	11100	2
MGAT5B	7109	10884	2
KLF12	7110	9109	2
BAHD1	7111	1373	2
ZNF23	7112	20036	2
TRIB3	7113	18631	2
TLE2	7114	18060	2
EPX	7115	5672	1
PSMC5	7116	14268	4
FTSJ3	7116	6704	4
CCDC41	7117	3144	2
LOC144486	7117	9797	2
ERI1	7118	5699	2
ZNF8	7119	20468	2
HOXC11	7121	8026	2
HIPK4	7122	7820	2
ZNF689	7123	20350	2
RRM2B	7124	15341	2
FBXW12	7125	6302	2
PLBD2	7126	13549	2
SGCG	7127	15911	1
FAM100B	7128	5854	2
FCGRT	7129	6324	2
SYNPO2L	7130	17561	2
ITFG2	7131	8622	2
NCR2	7133	11631	1
TSPAN4	7134	18807	3
POLR2L	7134	13764	3
SOLH	7135	17003	2
HFE2	7137	7777	2
FAM123B	7139	5901	2
RAP1GAP	7140	14634	2
CDC42SE1	7141	3418	4
MLLT11	7141	10988	4
H1F0	7142	7593	1
PLA2G2D	7143	13520	2
SLIT1	7144	16461	2
FGF13	7145	6381	1
ASFMR1	7146	1111	2
FMR1	7146	6566	2
GGT7	7147	6996	2
KCTD9	7148	8872	4
NOS2	7149	12000	2
S100B	7150	15451	2
ACRV1	7151	208	2
PDE5A	7152	13151	2
RPS14	7153	15276	2
CPD	7154	4163	2
FXN	7155	6730	2
NXPH4	7156	12259	2
SYK	7157	17543	7
